"id","title","code","crm_subject_id","agency_id","departemant_id","is_closed","created_at","updated_at","lastupdatemessage","subject_id"
"1597","picture came very front ","11594","1","862","2","1","15/5/2025 17:22:00","18/8/2025 15:58:59","18/8/2025 15:58:59","0"
"1598","website not showing the robot to access","11595","1","271","2","1","15/5/2025 20:07:08","16/5/2025 15:41:27","16/5/2025 15:41:27","0"
"1599","Inquiry on Invoice Processing - Invoice No. #LM1362","11596","1","258","1","1","16/5/2025 20:57:25","16/5/2025 23:00:58","16/5/2025 23:00:58","0"
"1600","عدم نمایش مدت زمان توقف در پراوز های ترزنیت ","11597","1","9014","2","1","17/5/2025 09:53:27","9/7/2025 11:18:49","9/7/2025 11:18:49","0"
"1601","افزودن پشتیبانی از تقویم شمسی و میلادی در فرم انتخاب تاریخ اپلیکیشن","11598","1","9014","2","1","17/5/2025 12:30:48","12/8/2025 15:14:16","12/8/2025 15:14:16","0"
"1602","اطلاع‌رسانی به مشتری و امکان ادامه رزرو در صورت تغییر قیمت در اپلیکیشن","11599","1","9014","1","1","17/5/2025 12:34:55","5/10/2025 16:45:41","5/10/2025 16:45:41","0"
"1603","آپدیت کلاس پرواز بعد از مرحله استعلام در ساپلایر cloudFares","11600","1","263","2","1","17/5/2025 13:11:34","1/6/2025 16:52:44","1/6/2025 16:52:44","0"
"1604","اصلاح نمایش سال‌ها در کامپوننت Date Picker بر اساس بازه مجاز  ","11601","1","9015","2","1","17/5/2025 20:06:40","12/8/2025 15:16:31","12/8/2025 15:16:31","0"
"1605","اصلاح محاسبات سرویس فی برای سرویس‌های خریداری‌شده از نودهای زیرمجموعه (ShareHub API-OUT)","11602","1","9015","2","1","17/5/2025 22:01:06","1/6/2025 15:57:09","1/6/2025 15:57:09","0"
"1606","افزایش قابلیت ویرایش مستقیم ارقام OTP توسط کاربر و بهبود تجربه کاربری با نمایش واضح محل انتخاب (cursor position). در اپلیکیشن","11603","1","9015","2","3","17/5/2025 22:16:54","17/5/2025 22:32:54","17/5/2025 22:16:54","0"
"1607","انجام تنظیمات و گرفتن ریلیز از بتا برای تست درگاه ها توسط تیم QA","11604","1","723","1","3","18/5/2025 09:20:51","18/5/2025 12:02:32","18/5/2025 09:20:51","0"
"1608","درخواست ایجاد تسک","11605","1","9017","2","1","19/5/2025 08:28:55","28/7/2025 12:08:41","28/7/2025 12:08:41","0"
"1609","ایجاد Story برای بازطراحی پروژه بک‌آفیس","11606","1","6","1","3","19/5/2025 08:54:08","19/5/2025 15:39:22","19/5/2025 08:54:08","0"
"1610"," ریدیزاین صفحه Hotel Search Result (مرتبط با TS-2000)","11607","1","6","1","1","19/5/2025 09:10:27","8/12/2025 09:37:59","8/12/2025 09:37:59","0"
"1611"," ریدیزاین صفحه Hotel Profile (مرتبط با TS-2000)","11608","1","6","1","1","19/5/2025 09:16:34","16/11/2025 17:19:55","16/11/2025 17:19:55","0"
"1612","طراحی رابط کاربری (UI) برای نمایش ساپلایر Holidays Sepehr","11609","1","6","1","3","19/5/2025 10:03:06","19/5/2025 15:40:08","19/5/2025 10:03:06","0"
"1613","#2331,ریدیزاین صفحه Home Page مربوط به TS 2000","11610","1","6","1","3","19/5/2025 10:09:15","19/5/2025 15:40:20","19/5/2025 10:09:15","0"
"1614"," افزودن نمایش Seat و Meal به Branded Fares در پروژه ناکس","11611","1","6","1","3","19/5/2025 10:18:16","19/5/2025 15:40:33","19/5/2025 10:18:16","0"
"1615","رمز نگاری داده های فرم با  JWT و ارسال به بک اند","11612","1","264","1","1","19/5/2025 10:42:45","1/6/2025 15:58:34","1/6/2025 15:58:34","0"
"1616","رمز نگاری داده های فرم با  JWT و ارسال به بک اند","11613","1","264","1","3","19/5/2025 10:43:25","19/5/2025 15:40:49","19/5/2025 10:43:25","0"
"1617","رمز نگاری داده های فرم با  JWT و ارسال به بک اند","11614","1","264","2","3","19/5/2025 10:44:08","19/5/2025 15:40:55","19/5/2025 10:44:08","0"
"1618","رمز نگاری داده های فرم با  JWT و ارسال به بک اند","11615","1","264","2","3","19/5/2025 10:45:41","19/5/2025 15:38:46","19/5/2025 10:45:41","0"
"1619","رمز نگاری داده های فرم با  JWT و ارسال به بک اند","11616","1","264","2","3","19/5/2025 10:48:10","19/5/2025 15:38:37","19/5/2025 10:48:10","0"
"1620","سورت مقالات در بخش وبلاگ از آخر به اول","11617","1","379","2","1","19/5/2025 11:21:52","18/8/2025 15:56:38","18/8/2025 15:56:38","149"
"1621"," نمایش اطلاعات Branded Fares (Seat, Meal)  در ووچرها برای تمام پرواز های Branded Fare ","11618","1","6","1","1","19/5/2025 13:19:53","19/10/2025 17:27:08","19/10/2025 17:27:08","0"
"1622","رفع مشکل رزرو هتل پس از عبور از ۲ نود شیرهاب و باگ های مربوط به UI","11619","1","922","2","1","19/5/2025 15:12:08","26/11/2025 17:26:50","26/11/2025 17:26:50","150"
"1623","قابلیت بستن پرواز چارتر و لود پروازی","11620","1","256","2","1","19/5/2025 16:39:39","11/11/2025 16:47:33","11/11/2025 16:47:33","0"
"1624","ذخیره شدن اطلاعات مسافران در فرم حتی در صورت عدم لاگین شدن کاربر","11621","1","267","1","1","20/5/2025 11:21:14","9/7/2025 11:23:47","9/7/2025 11:23:47","0"
"1625","اصلاح سناریو خرید بدون لاگین برای کاربرانی که در پلتفرم یوزر دارند","11622","1","9015","2","1","20/5/2025 19:50:49","28/7/2025 12:39:30","28/7/2025 12:39:30","0"
"1626","تغییر ریکوئست ساپلایر KPlus برای باگ فیکس پرواز های رفت و برگشت","11623","1","9015","2","1","20/5/2025 20:25:01","9/7/2025 11:31:06","9/7/2025 11:31:06","0"
"1627","بهبود روت های صفحات جهت بهبود سئو و بالابردن امتیاز سایت","11624","1","267","1","1","21/5/2025 10:41:18","16/7/2025 09:41:05","16/7/2025 09:41:05","0"
"1628","نمایش نداشتن صفحات supplier monitoring و supplier/route monitoring در سایت فلای۴آل","11625","1","9015","2","1","23/5/2025 14:02:01","1/6/2025 16:01:35","1/6/2025 16:01:35","0"
"1629","اضافه کردن ارور های دریافت شده از ساپلایر ها به Translation File در وب سایت فلای4آل","11626","1","9015","2","1","23/5/2025 14:18:32","16/11/2025 17:51:21","16/11/2025 17:51:21","0"
"1630","Inquiry on Invoice Processing - Invoice No. #LM1363","11627","1","379","1","1","24/5/2025 12:08:51","25/5/2025 08:42:06","25/5/2025 08:42:06","0"
"1631","Inquiry on Invoice Processing - Invoice No. #LM1364","11628","1","379","1","1","24/5/2025 12:12:29","25/5/2025 08:42:13","25/5/2025 08:42:13","0"
"1632","Inquiry on Invoice Processing - Invoice No. #LM1366","11629","1","256","1","1","24/5/2025 16:41:10","24/5/2025 19:35:37","24/5/2025 19:35:37","0"
"1633","باگ در ظرفیت لود پروازی","11630","1","256","1","3","25/5/2025 08:44:33","16/11/2025 17:14:20","16/11/2025 17:14:20","0"
"1634","فرمت اکسل خروجی در پرواز چارتری","11631","1","256","1","1","25/5/2025 08:55:50","11/11/2025 16:47:52","11/11/2025 16:47:52","0"
"1635","عدم نمایش صحیح بخش قوانین پرواز در پرواز چارتری","11632","1","256","1","1","25/5/2025 09:17:34","28/5/2025 13:57:52","28/5/2025 13:57:52","0"
"1636","مشکل رفرش شدن صفحه پس از کلیک روی متن های حاوی لینک Anchor","11633","1","379","2","1","26/5/2025 10:02:10","24/8/2025 16:33:45","24/8/2025 16:33:45","151"
"1637","راه اندازی سرویس ایونت در یو آی جدید ناکست","11634","1","266","2","1","26/5/2025 16:48:13","9/9/2025 16:21:44","9/9/2025 16:21:44","0"
"1638","ایجاد پروفایل برای سرویس Rayna","11635","1","9014","1","3","28/5/2025 10:28:54","28/5/2025 11:17:41","28/5/2025 10:28:54","0"
"1639","عدم نمایش نتایج از ساپلایر اقامت ۲۴ برای هتل‌های ساعتی","11636","1","9014","2","1","28/5/2025 10:30:28","9/7/2025 11:25:22","9/7/2025 11:25:22","0"
"1640","نمایش پروازهای کلاس بیزینس ساپلایر سپهر در نتایج جستجو","11637","1","9014","2","1","28/5/2025 10:30:52","9/7/2025 11:29:38","9/7/2025 11:29:38","0"
"1641","بررسی و پیاده‌سازی مکانیزم بازگرداندن نتیجه پرداخت به اپلیکیشن پس از Callback","11638","1","9014","2","3","28/5/2025 10:31:30","28/5/2025 11:17:14","28/5/2025 10:31:30","0"
"1642","رفع باگ خطاهای Validation در هنگام ساخت اکانت جدید ( Create a new user )","11639","1","9014","2","1","28/5/2025 10:31:48","28/9/2025 15:22:13","28/9/2025 15:22:13","0"
"1643","Inquiry on Invoice Processing - Invoice No. #LM1367","11640","1","258","1","1","28/5/2025 14:36:38","28/5/2025 23:48:42","28/5/2025 23:48:42","0"
"1644","Inquiry on Invoice Processing - Invoice No. #LM1368","11641","1","258","1","1","28/5/2025 14:37:37","28/5/2025 23:48:57","28/5/2025 23:48:57","0"
"1645","Inquiry on Invoice Processing - Invoice No. #LM1369","11642","1","258","1","1","28/5/2025 14:39:14","28/5/2025 23:49:08","28/5/2025 23:49:08","0"
"1646","Inquiry on Invoice Processing - Invoice No. #LM1370","11643","1","258","1","1","28/5/2025 14:40:04","30/5/2025 14:24:32","30/5/2025 14:24:32","0"
"1647","Inquiry on Invoice Processing - Invoice No. #LM1371","11644","1","258","1","1","28/5/2025 14:42:14","28/5/2025 23:49:28","28/5/2025 23:49:28","0"
"1648","جابجا کردن کامپوننت ها به پروژه دوم","11645","1","267","1","3","31/5/2025 08:54:16","28/9/2025 15:28:13","28/9/2025 15:28:13","0"
"1649","ایجاد option برای سرویس راینا","11646","1","6","1","3","31/5/2025 10:41:00","31/5/2025 10:56:31","31/5/2025 10:41:00","0"
"1650","ایجاد کامند creatbook برای سرویس راینا","11647","1","6","1","3","31/5/2025 10:41:34","31/5/2025 10:56:37","31/5/2025 10:41:34","0"
"1651","Inquiry on Invoice Processing - Invoice No. #LM1372","11648","1","258","1","1","31/5/2025 10:41:55","31/5/2025 10:56:50","31/5/2025 10:56:50","0"
"1652","ایجاد سیستم صف‌بندی پیشرفته برای ارسال نوتیفیکیشن با پشتیبانی از Redis، OTP، و چند Channel","11649","1","264","1","1","31/5/2025 12:43:06","17/8/2025 15:59:37","17/8/2025 15:59:37","0"
"1653","Inquiry on Invoice Processing - Invoice No. #LM1373","11650","1","256","1","1","1/6/2025 12:25:03","1/6/2025 13:00:42","1/6/2025 13:00:42","0"
"1654","قرار دادن pnr در عوض شماره بلیط برای ایرلاین فلای دوبی در ساپلایر cloudfares","11651","1","837","1","1","7/6/2025 02:07:34","28/7/2025 12:50:02","28/7/2025 12:50:02","0"
"1655","تحلیل پروژه ی نوتیفیکشن ","11652","1","264","1","3","7/6/2025 14:36:30","8/6/2025 12:13:55","7/6/2025 14:36:30","0"
"1656","Inquiry on Invoice Processing - Invoice No. #LM1377","11653","1","1","1","1","7/6/2025 16:06:02","7/6/2025 17:47:31","7/6/2025 17:47:31","0"
"1657","تغییر ارتباط بین search-gateway و search-broker","11654","1","9014","1","1","8/6/2025 11:45:04","8/6/2025 12:09:48","8/6/2025 12:09:48","0"
"1658","تغییر ارتباط بین search-gateway و search-broker","11655","1","9014","2","3","8/6/2025 11:46:16","8/6/2025 12:13:47","8/6/2025 12:13:40","0"
"1659","مطالعه Sabre","11656","1","9014","2","1","8/6/2025 11:53:21","28/7/2025 12:47:57","28/7/2025 12:47:57","0"
"1660","برطرف کردن خطای nationality در ساپلایر toptravel","11657","1","9014","2","1","8/6/2025 11:59:39","9/7/2025 11:29:53","9/7/2025 11:29:53","0"
"1661"," ایجاد  ورژن 2  برای دریافت  popular route ","11658","1","264","1","1","10/6/2025 13:13:14","21/10/2025 16:41:37","21/10/2025 16:41:37","0"
"1662","برطرف کردن خطای عدم نمایش پروفایل برخی از هتل های ساپلایر ebookingcenter","11659","1","9014","2","1","10/6/2025 13:57:46","16/7/2025 09:41:55","16/7/2025 09:41:55","0"
"1663","ایجاد خروجی csv برای انتقال دیتا به سیستم حسابداری Fly4all","11660","1","9014","2","1","10/6/2025 14:48:02","28/7/2025 12:46:53","28/7/2025 12:46:53","0"
"1664","مطالعه بازنویسی کدهای Things To Do","11661","1","9014","2","3","10/6/2025 15:27:29","10/6/2025 15:34:28","10/6/2025 15:27:29","0"
"1665","حذف ماه های گذشته از تقویم شمسی در موبایل ویو","11662","1","266","2","1","10/6/2025 16:51:37","12/8/2025 14:48:57","12/8/2025 14:48:57","0"
"1666","باگ: پاک شدن اتاق های پکیج","11663","1","267","1","1","10/6/2025 17:13:10","17/8/2025 15:52:26","17/8/2025 15:52:26","0"
"1667","اپیک‌ Refactor پروسه authentication و ایجاد یوزر","11664","1","9015","1","3","10/6/2025 19:08:49","10/6/2025 19:19:14","10/6/2025 19:08:49","0"
"1668","تغییر و بازنویسی پروژه نوتیفیکیشن","11665","1","9014","2","3","11/6/2025 11:03:24","11/6/2025 12:29:25","11/6/2025 11:03:24","0"
"1669","تحیل اولیه پروژه نوتیفیکیشن ( فاز 1 )","11666","1","9014","2","3","11/6/2025 11:05:09","11/6/2025 12:29:14","11/6/2025 11:05:09","0"
"1670","آماده‌سازی و مستندسازی بک افیس برای انتقال به تیم فرانت","11667","1","9014","2","3","11/6/2025 12:03:46","16/7/2025 10:07:21","16/7/2025 09:43:04","0"
"1671","تکمیل فیچرهای ساپلایر Cloudfares","11668","1","9014","2","3","11/6/2025 12:04:05","11/6/2025 12:27:54","11/6/2025 12:04:05","0"
"1672","تکمیل فیچرهای ساپلایر Sabre","11669","1","9014","2","3","11/6/2025 12:04:24","11/6/2025 12:27:46","11/6/2025 12:04:24","0"
"1673","اضافه کردن مرحله ی  revalidate  برای سرویس های لوکال ","11670","1","264","1","1","11/6/2025 12:59:32","16/7/2025 10:20:55","16/7/2025 10:20:55","0"
"1674","نتیجه تست ها  روی نسخه بتا اپلیکیشن","11671","1","6","1","1","17/6/2025 12:54:25","5/10/2025 17:03:14","5/10/2025 17:03:14","0"
"1675"," بررسی تراکنش های کنسلی ","11672","1","264","1","1","17/6/2025 13:04:12","19/6/2025 23:19:34","19/6/2025 23:19:34","0"
"1676","تغییرات ووچر بر اساس تیکت ها در پروژه دوم - سرویس پرواز","11673","1","267","1","1","18/6/2025 10:28:54","5/10/2025 16:58:47","5/10/2025 16:58:47","0"
"1677","مطالعه - پیاده سازی map","11674","1","267","1","1","18/6/2025 13:57:08","12/8/2025 14:49:47","12/8/2025 14:49:47","0"
"1678","Inquiry on Invoice Processing - Invoice No. #LM1378","11675","1","258","1","1","18/6/2025 14:16:54","19/6/2025 23:20:10","19/6/2025 23:20:10","0"
"1679","ریدیزاین فرم سرچ و صفحه ریزالت سرچ سرویس هالیدی سپهر","11676","1","2","2","1","23/6/2025 12:42:34","23/6/2025 12:50:16","23/6/2025 12:50:16","0"
"1680","اضافه کردن سرچ مارکت پلیس برای سرویس هالیدی سپهر","11677","1","2","2","1","23/6/2025 12:48:19","23/6/2025 12:50:07","23/6/2025 12:50:07","0"
"1681","مطالعه - پیاده سازی سایت مپ سمت فرانت","11678","1","267","1","1","24/6/2025 15:26:37","12/8/2025 14:50:30","12/8/2025 14:50:30","0"
"1682","توقف عملیات بوک در ساپلایر ","11679","1","1","1","1","25/6/2025 13:32:35","16/7/2025 09:51:44","16/7/2025 09:51:44","0"
"1683","این سایه ها لطفا حذف شود از بنر سرچ","11680","1","1","1","4","25/6/2025 13:37:34","12/8/2025 14:52:31","12/8/2025 14:52:26","0"
"1684","جدول قیمتی بالای سرچ اصلاح شود","11681","1","1","1","4","25/6/2025 13:41:48","5/10/2025 16:59:54","5/10/2025 16:59:47","0"
"1685","حذف دکمه سرچ مجدد در فرم مسافران","11682","1","1","1","4","27/6/2025 15:26:34","17/8/2025 15:57:16","17/8/2025 15:57:12","0"
"1686","تنظیمات لوگو در هدر","11683","1","1","1","4","27/6/2025 15:37:07","9/9/2025 16:22:26","9/9/2025 16:22:08","0"
"1687","انتقال اطلاعات search progress از کش خودمون به redis","11684","1","263","2","1","28/6/2025 09:24:22","12/8/2025 14:53:21","12/8/2025 14:53:21","0"
"1688","دیزاین بوک و ایشو سرویس هالیدی سپهر","11685","1","9014","2","3","28/6/2025 14:10:21","28/6/2025 14:13:58","28/6/2025 14:10:21","0"
"1689","به روز رسانی اطلاعات مربوط به ظرفیت TopTravel","11686","1","9015","2","1","8/7/2025 17:34:25","16/7/2025 09:53:31","16/7/2025 09:53:31","0"
"1690","به روز رسانی اطلاعات مربوط به ظرفیت TopTravel","11687","1","9015","2","1","8/7/2025 17:35:03","8/7/2025 17:44:09","8/7/2025 17:44:09","0"
"1691","به روز رسانی اطلاعات مربوط به ظرفیت TopTravel","11688","1","9015","1","1","8/7/2025 17:35:13","8/7/2025 17:44:16","8/7/2025 17:44:16","0"
"1692","به روز رسانی اطلاعات مربوط به ظرفیت TopTravel","11689","1","9015","1","1","8/7/2025 17:39:23","8/7/2025 17:44:24","8/7/2025 17:44:24","0"
"1693","مطالعه - بررسی امکان سنجی جدا سازی SSR و SSG شدن برخی صفحات","11690","1","9015","1","1","8/7/2025 17:49:47","12/8/2025 14:54:04","12/8/2025 14:54:04","0"
"1694","کامل کردن داکیومنت url structure","11691","1","9015","1","1","8/7/2025 17:54:14","28/7/2025 12:45:43","28/7/2025 12:45:43","0"
"1695","استوری - اضافه کردن متاتگ ها روی صفحات","11692","1","9015","1","3","8/7/2025 17:57:23","8/7/2025 18:17:39","8/7/2025 18:00:11","0"
"1696","تکمیل سایت مپ ها","11693","1","9015","2","3","8/7/2025 18:18:41","8/7/2025 18:27:32","8/7/2025 18:18:41","0"
"1697","مطالعه PWA","11694","1","9015","2","1","8/7/2025 18:27:40","12/8/2025 14:54:49","12/8/2025 14:54:49","0"
"1698","پیاده سازی branded fares برای تاپ تراول","11695","1","9015","1","3","8/7/2025 19:21:12","8/7/2025 19:24:28","8/7/2025 19:21:12","0"
"1699","Inquiry on Invoice Processing - Invoice No. #LM1379","11696","1","256","1","1","10/7/2025 21:31:28","11/7/2025 11:34:12","11/7/2025 11:34:12","0"
"1700","تغییر ساختار ورود کاربر در وب و اپ","11697","1","1","1","1","11/7/2025 23:27:50","12/8/2025 15:15:40","12/8/2025 15:15:40","0"
"1701","اضافه کردن محیط تست برای ورود کاربر","11698","1","1","1","1","11/7/2025 23:30:48","12/8/2025 15:17:13","12/8/2025 15:17:13","0"
"1702","پیاده سازی مرحله passenger validation برای  RaynaTour","11699","1","837","1","3","12/7/2025 09:17:23","12/7/2025 11:13:27","12/7/2025 09:17:23","0"
"1703","درخواست ایجاد قابلیت مدیریت سابسکریپشن‌های Third-Party API Out در متین پنل","11700","1","889","2","1","12/7/2025 10:47:51","3/11/2025 15:17:50","3/11/2025 15:17:50","0"
"1704","بررسی تفاوت کلاس پروازی در بلیت‌های اوپن ریترن ساپلایر Cloudfares","11701","1","889","2","1","12/7/2025 11:34:59","21/10/2025 16:48:43","21/10/2025 16:48:43","0"
"1705","تحقیق در مورد جزئیات پکیج تقویم شمسی","11702","1","723","1","1","12/7/2025 15:52:13","12/8/2025 14:55:34","12/8/2025 14:55:34","0"
"1706","Inquiry on Invoice Processing - Invoice No. #LM1380","11703","1","256","1","1","12/7/2025 16:07:36","12/7/2025 16:24:25","12/7/2025 16:24:25","0"
"1707","Inquiry on Invoice Processing - Invoice No. #LM1381","11704","1","256","1","1","12/7/2025 16:12:06","12/7/2025 16:24:34","12/7/2025 16:24:34","0"
"1708","پیاده سازی مرحله Revalidate برای ساپلایر RaynaTour","11705","1","837","1","3","13/7/2025 09:32:25","13/7/2025 12:08:24","13/7/2025 09:32:25","0"
"1709"," پیاده سازی مرحله Book برای ساپلایر RaynaTour ","11706","1","837","1","2","13/7/2025 09:33:53","13/7/2025 12:08:11","13/7/2025 09:33:53","0"
"1710","بررسی داکیومنت و آپدیت پستمن ساپلایر رایناتور","11707","1","837","1","3","13/7/2025 15:20:14","14/7/2025 10:25:47","13/7/2025 15:20:14","0"
"1711","ساختار جدید URL: پاک کردن کوئری های زبان از همه لینک ها","11708","1","267","1","1","13/7/2025 16:12:50","21/10/2025 16:50:04","21/10/2025 16:50:04","0"
"1712","ساختار جدید URL: تنظیم روت همه صفحات","11709","1","267","1","1","13/7/2025 16:13:58","10/12/2025 15:07:03","10/12/2025 15:07:03","0"
"1713","pwa: آماده کردن دیتای مانیفست، سایت مپ و ربات در پستمن و تحویل به تیم بکند","11710","1","267","1","1","13/7/2025 16:15:08","21/10/2025 16:36:15","21/10/2025 16:36:15","0"
"1714","ساختارURL: مدیریت زبان سایت","11711","1","267","1","1","14/7/2025 08:57:47","28/7/2025 12:44:44","28/7/2025 12:44:44","0"
"1715","درخواست اسکریپت ولیدیشن تایپ عمومی برای تمامی سایت‌ها و کاربران","11712","1","6","1","3","14/7/2025 11:07:36","14/7/2025 19:34:55","14/7/2025 19:34:52","0"
"1716","اضافه کردن Country Code به ریکوئست ساپلایر K Plus ","11713","1","2","2","1","14/7/2025 14:41:49","14/7/2025 14:46:03","14/7/2025 14:46:03","0"
"1717","انتقال جداول از دیتابیس mariaDB به PGSQL -  Batch1","11714","1","263","2","3","14/7/2025 15:18:57","15/7/2025 11:48:27","15/7/2025 11:48:21","0"
"1718","انتقال جداول از دیتابیس mariaDB به PGSQL -  Batch2","11715","1","263","2","3","14/7/2025 15:19:06","15/7/2025 11:48:49","15/7/2025 11:48:46","0"
"1719","انتقال جداول از دیتابیس mariaDB به PGSQL -  Batch3","11716","1","263","2","1","14/7/2025 15:19:19","17/8/2025 15:57:58","17/8/2025 15:57:58","0"
"1720","انتقال جداول از دیتابیس mariaDB به PGSQL -  Batch4","11717","1","263","2","3","14/7/2025 15:19:24","15/7/2025 11:49:15","15/7/2025 11:49:12","0"
"1721","انتقال جداول از دیتابیس mariaDB به PGSQL -  Batch5","11718","1","263","2","3","14/7/2025 15:19:30","15/7/2025 11:49:28","15/7/2025 11:49:25","0"
"1722","Inquiry on Invoice Processing - Invoice No. #LM1382","11719","1","256","1","1","14/7/2025 17:30:52","14/7/2025 19:35:19","14/7/2025 19:35:19","0"
"1723","Inquiry on Invoice Processing - Invoice No. #LM1383","11720","1","256","1","1","14/7/2025 18:01:55","14/7/2025 19:35:31","14/7/2025 19:35:31","0"
"1724","ui-components: تغییر ساختار فایل استاتیک نودها ","11721","1","267","1","1","15/7/2025 09:03:39","12/8/2025 14:56:10","12/8/2025 14:56:10","0"
"1725","ساختارURL: تنظیم زبان دیفالت سایت","11722","1","267","1","1","15/7/2025 09:05:38","21/10/2025 16:33:48","21/10/2025 16:33:48","0"
"1726","ساختارURL: نوشتن یک میدلور برای زبان ","11723","1","267","1","1","15/7/2025 09:07:26","21/10/2025 16:30:21","21/10/2025 16:30:21","0"
"1727","ساختار URL: APIs","11724","1","267","1","1","15/7/2025 09:14:34","21/10/2025 15:45:32","21/10/2025 15:45:32","0"
"1728","Inquiry on Invoice Processing - Invoice No. #LM1384","11725","1","256","1","1","15/7/2025 09:31:45","15/7/2025 11:50:55","15/7/2025 11:50:55","0"
"1729","Inquiry on Invoice Processing - Invoice No. #LM1385","11726","1","256","1","1","15/7/2025 10:42:15","15/7/2025 11:51:05","15/7/2025 11:51:05","0"
"1730","Inquiry on Invoice Processing - Invoice No. #LM1386","11727","1","256","1","1","15/7/2025 12:17:59","15/7/2025 13:00:49","15/7/2025 13:00:49","0"
"1731","Inquiry on Invoice Processing - Invoice No. #LM1387","11728","1","256","1","1","15/7/2025 12:28:11","15/7/2025 13:01:06","15/7/2025 13:01:06","0"
"1732","درخواست رفع مشکلات اپلیکیشن موبایل","11729","1","6","1","3","15/7/2025 13:55:33","20/7/2025 11:18:04","15/7/2025 13:55:33","0"
"1733","استوری پیاده‌سازی تراول سرویس‌های جدید","11730","1","6","1","1","15/7/2025 14:58:23","15/7/2025 16:22:27","15/7/2025 16:22:27","0"
"1734","استوری پیاده سازی سرویس جدید CIP برای آژانس هفت آسمان توس","11731","1","6","1","3","16/7/2025 07:29:15","16/7/2025 09:34:59","16/7/2025 07:29:15","0"
"1735","باگ در نتایج جستجوی ساپلایر نیرا برای ایرلاین‌های پویا و وارش","11732","1","889","2","1","16/7/2025 08:56:47","28/7/2025 12:43:43","28/7/2025 12:43:43","0"
"1736","پیاده سازی API خروجی سرویس Things To Do جهت اتصال سایر نودها","11733","1","9014","2","3","16/7/2025 09:19:34","16/7/2025 09:34:25","16/7/2025 09:19:34","0"
"1737","Inquiry on Invoice Processing - Invoice No. #LM1388","11734","1","256","1","1","16/7/2025 09:55:05","16/7/2025 10:04:47","16/7/2025 10:04:47","0"
"1738","محدودسازی دسترسی به صفحه ویرایش پروفایل برراساس بایر گروپ در auth v5  ","11735","1","889","2","4","17/7/2025 07:51:33","12/8/2025 14:57:03","12/8/2025 14:56:58","0"
"1739","افزایش زمان انقضای sesion برای اپلیکشن به در خواست آژانس fly4all","11736","1","889","2","1","17/7/2025 08:24:11","22/9/2025 11:30:13","22/9/2025 11:30:13","0"
"1740","ui-components: انتقال کامپوننت همه صفحات به پروژه دوم ","11737","1","267","1","1","19/7/2025 08:53:18","12/8/2025 14:57:57","12/8/2025 14:57:57","0"
"1741","کلاس پروازی تحت عنوان ""پرمیوم - اکونومی کابین ""","11738","1","256","2","1","19/7/2025 14:44:42","20/7/2025 03:11:30","20/7/2025 03:11:30","0"
"1742","مشکل صفحه پکیج‌ها در اپلیکیشن موبایل","11739","1","9014","2","1","20/7/2025 10:29:46","12/8/2025 14:58:37","12/8/2025 14:58:37","0"
"1743","رفع باگ آیکون نمایش/عدم نمایش پسوورد اپلیکیشن موبایل","11740","1","9014","2","1","20/7/2025 10:30:19","12/8/2025 14:59:11","12/8/2025 14:59:11","0"
"1744","رفع باگ صفحه سرچ ویزا در اپلیکیشن موبایل","11741","1","9014","2","1","20/7/2025 10:30:49","12/8/2025 15:07:11","12/8/2025 15:07:11","0"
"1745","رفع باگ صفحه رزروهای من در اپلیکیشن موبایل","11742","1","9014","2","1","20/7/2025 10:31:13","9/9/2025 16:23:26","9/9/2025 16:23:26","0"
"1746","رفع باگ تکرار ویزا در پیشنهادهای اپلیکیشن موبایل","11743","1","9014","1","1","20/7/2025 10:31:37","12/8/2025 15:07:45","12/8/2025 15:07:45","0"
"1747","بازنویسی فرآیند لاگین بک آفیس با توجه به تغییرات جدید در فرآیند لاگین ","11744","1","264","1","1","20/7/2025 10:43:47","28/7/2025 12:42:44","28/7/2025 12:42:44","0"
"1748","توسعه میکرو سرویسهای جدید","11745","1","264","1","3","20/7/2025 12:43:32","21/7/2025 10:59:01","20/7/2025 12:43:32","0"
"1749","Inquiry on Invoice Processing - Invoice No. #LM1389","11746","1","256","1","1","21/7/2025 16:02:03","21/7/2025 23:15:04","21/7/2025 23:15:04","0"
"1750","Inquiry on Invoice Processing - Invoice No. #LM1390","11747","1","258","1","1","21/7/2025 19:27:49","21/7/2025 23:15:26","21/7/2025 23:15:26","0"
"1751","مطالعه و بررسی: تست و بررسی ai های گوناگون برای تبدیل figma design به کدهای nuxt","11748","1","267","1","1","22/7/2025 08:34:59","12/8/2025 15:08:25","12/8/2025 15:08:25","0"
"1752","تبدیل دیزاین به کد","11749","1","267","1","1","22/7/2025 08:36:31","12/8/2025 15:08:57","12/8/2025 15:08:57","0"
"1753","Inquiry on Invoice Processing - Invoice No. #LM1391","11750","1","256","1","1","23/7/2025 17:47:57","23/7/2025 19:15:51","23/7/2025 19:15:51","0"
"1754","Inquiry on Invoice Processing - Invoice No. #LM1392","11751","1","256","1","1","24/7/2025 18:17:33","25/7/2025 11:38:02","25/7/2025 11:38:02","0"
"1755","Inquiry on Invoice Processing - Invoice No. #LM1393","11752","1","256","1","1","24/7/2025 18:21:47","25/7/2025 11:38:12","25/7/2025 11:38:12","0"
